Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
08/01/2023 10:00,4,4,0,136,54,82,155,53,102,4,4,0,0,0,0,7,7,0,8,8,0,56,11,45,0,,31,0,31,21,0,21
08/01/2023 11:00,11,7,4,126,67,59,150,67,83,7,6,1,0,0,0,8,8,0,9,9,0,91,30,61,0,,33,0,33,30,0,30
08/01/2023 12:00,12,9,3,137,68,69,193,94,99,6,6,0,0,0,0,8,8,0,5,5,0,81,35,46,0,,52,0,52,45,0,45
08/01/2023 13:00,11,4,7,54,26,28,87,45,42,4,4,0,0,0,0,4,4,0,0,0,0,72,34,38,0,,74,0,74,30,0,30
08/01/2023 14:00,12,9,3,66,31,35,79,30,49,3,3,0,0,0,0,11,11,0,1,1,0,93,35,58,0,,69,1,68,40,0,40
08/01/2023 15:00,6,2,4,59,29,30,86,50,36,2,2,0,0,0,0,18,18,0,2,2,0,65,36,29,0,,58,1,57,43,0,43
08/01/2023 16:00,7,5,2,52,37,15,55,36,19,2,2,0,0,0,0,7,7,0,11,11,0,61,21,40,0,,50,0,50,67,0,67
08/01/2023 17:00,15,8,7,18,7,11,35,20,15,0,0,0,0,0,0,7,7,0,6,6,0,95,38,57,0,,71,1,70,81,0,81
08/01/2023 18:00,10,7,3,5,3,2,8,4,4,6,6,0,0,0,0,4,4,0,1,1,0,88,37,51,0,,59,1,58,50,2,48
08/01/2023 19:00,7,4,3,17,6,11,20,7,13,5,5,0,0,0,0,9,9,0,0,0,0,70,36,34,0,,71,0,71,57,0,57
08/01/2023 20:00,1,0,1,8,5,3,11,7,4,4,4,0,0,0,0,3,3,0,0,0,0,54,27,27,0,,51,0,51,32,0,32
08/01/2023 21:00,9,4,5,9,5,4,9,3,6,0,0,0,0,0,0,4,4,0,0,0,0,37,17,20,0,,41,0,41,33,1,32
08/01/2023 22:00,5,3,2,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,26,17,9,0,,17,2,15,25,1,24
08/01/2023 23:00,4,3,1,0,0,0,2,0,2,1,1,0,0,0,0,1,1,0,0,0,0,19,14,5,0,,8,0,8,14,0,14
09/01/2023 00:00,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,,5,0,5,11,0,11
09/01/2023 01:00,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0,0,0,3,0,3
09/01/2023 02:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,0,0,0,4,0,4
09/01/2023 03:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,1,0,1,1,0,1
09/01/2023 04:00,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,,0,0,0,3,0,3
09/01/2023 05:00,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,39,6,33,0,,5,0,5,3,0,3
09/01/2023 06:00,10,10,0,9,6,3,12,8,4,15,15,0,0,0,0,5,5,0,0,0,0,99,23,76,0,,21,0,21,4,0,4
09/01/2023 07:00,35,30,5,45,38,7,51,44,7,34,34,0,0,0,0,9,9,0,10,10,0,262,60,202,0,,51,0,51,33,1,32
09/01/2023 08:00,86,73,13,66,51,15,87,70,17,57,57,0,0,0,0,47,47,0,47,47,0,510,90,420,0,,165,2,163,51,0,51
09/01/2023 09:00,42,37,5,26,17,9,27,18,9,29,29,0,0,0,0,11,11,0,2,2,0,193,32,161,0,,108,0,108,29,0,29
09/01/2023 10:00,10,10,0,27,13,14,22,8,14,8,8,0,0,0,0,5,5,0,2,2,0,71,25,46,0,,39,1,38,21,0,21
09/01/2023 11:00,5,3,2,30,14,16,28,7,21,1,1,0,0,0,0,5,5,0,0,0,0,53,18,35,0,,45,0,45,29,0,29
09/01/2023 12:00,7,5,2,24,10,14,27,10,17,0,0,0,0,0,0,6,6,0,2,2,0,80,18,62,0,,64,0,64,41,1,40
09/01/2023 13:00,14,11,3,32,12,20,38,13,25,0,0,0,0,0,0,10,10,0,2,2,0,98,39,59,0,,76,1,75,52,0,52
09/01/2023 14:00,14,9,5,17,5,12,33,11,22,4,4,0,0,0,0,13,13,0,9,9,0,85,42,43,0,,63,0,63,43,0,43
09/01/2023 15:00,20,7,13,17,6,11,31,10,21,0,0,0,0,0,0,47,47,0,2,2,0,118,71,47,0,,59,0,59,66,0,66
09/01/2023 16:00,32,10,22,43,15,28,56,12,44,0,0,0,0,0,0,33,33,0,0,0,0,196,117,79,0,,46,0,46,107,1,106
09/01/2023 17:00,45,10,35,58,11,47,94,15,79,0,0,0,0,0,0,47,47,0,0,0,0,361,252,109,0,,101,0,101,208,1,207
09/01/2023 18:00,29,10,19,62,11,51,80,14,66,4,4,0,0,0,0,21,21,0,0,0,0,277,189,88,0,,95,0,95,169,0,169
09/01/2023 19:00,13,6,7,25,5,20,29,9,20,3,3,0,0,0,0,15,15,0,0,0,0,133,101,32,0,,65,1,64,124,0,124
09/01/2023 20:00,10,2,8,24,11,13,20,6,14,1,1,0,0,0,0,7,7,0,0,0,0,89,58,31,0,,57,0,57,65,0,65
09/01/2023 21:00,2,1,1,14,7,7,19,6,13,1,1,0,0,0,0,9,9,0,0,0,0,55,30,25,0,,26,0,26,42,0,42
09/01/2023 22:00,6,4,2,6,1,5,7,2,5,2,2,0,0,0,0,8,8,0,4,4,0,40,28,12,0,,16,0,16,26,0,26
09/01/2023 23:00,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,1,1,0,1,1,0,19,14,5,0,,7,0,7,17,0,17
10/01/2023 00:00,1,1,0,2,2,0,5,3,2,0,0,0,0,0,0,2,2,0,0,0,0,12,10,2,0,,3,0,3,8,0,8
10/01/2023 01:00,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,1,0,1
10/01/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,1,0,1
10/01/2023 03:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,1,0,0,0
10/01/2023 04:00,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,,0,0,0,2,0,2
10/01/2023 05:00,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,26,4,22,0,,7,0,7,1,0,1
10/01/2023 06:00,16,14,2,7,7,0,6,6,0,9,9,0,0,0,0,6,6,0,0,0,0,88,18,70,0,,10,0,10,7,0,7
10/01/2023 07:00,29,27,2,38,32,6,46,39,7,21,21,0,0,0,0,13,13,0,1,1,0,239,50,189,0,,53,0,53,25,0,25
10/01/2023 08:00,98,89,9,64,54,10,87,75,12,57,57,0,0,0,0,36,36,0,28,28,0,547,86,461,0,,172,1,171,42,2,40
10/01/2023 09:00,43,36,7,19,15,4,34,27,7,29,29,0,0,0,0,16,16,0,6,6,0,195,30,165,0,,107,1,106,26,1,25
10/01/2023 10:00,13,10,3,17,8,9,24,10,14,12,12,0,0,0,0,5,5,0,3,3,0,64,17,47,0,,42,0,42,27,0,27
10/01/2023 11:00,2,2,0,21,7,14,23,10,13,5,5,0,0,0,0,9,9,0,5,5,0,53,22,31,0,,41,0,41,22,0,22
10/01/2023 12:00,10,8,2,11,6,5,24,12,12,6,6,0,0,0,0,7,7,0,1,1,0,69,26,43,0,,74,0,74,51,1,50
10/01/2023 13:00,10,5,5,24,10,14,30,13,17,4,4,0,0,0,0,9,9,0,2,2,0,72,28,44,0,,58,0,58,51,0,51
10/01/2023 14:00,10,3,7,13,4,9,13,4,9,3,3,0,0,0,0,11,11,0,8,8,0,76,38,38,0,,45,0,45,58,1,57
10/01/2023 15:00,13,5,8,17,7,10,17,7,10,4,4,0,0,0,0,35,35,0,5,5,0,110,50,60,0,,29,0,29,40,0,40
10/01/2023 16:00,29,10,19,23,4,19,34,4,30,2,2,0,0,0,0,23,23,0,2,2,0,154,87,67,0,,49,0,49,70,0,70
10/01/2023 17:00,57,13,44,60,9,51,80,11,69,1,1,0,0,0,0,31,31,0,2,2,0,330,220,110,0,,94,0,94,202,1,201
10/01/2023 18:00,32,12,20,54,9,45,82,10,72,2,2,0,0,0,0,28,28,0,1,1,0,286,200,86,0,,84,0,84,158,1,157
10/01/2023 19:00,10,6,4,26,8,18,29,5,24,2,2,0,0,0,0,12,12,0,9,9,0,166,101,65,0,,60,0,60,98,0,98
10/01/2023 20:00,6,1,5,11,5,6,21,8,13,0,0,0,0,0,0,6,6,0,0,0,0,105,71,34,0,,60,1,59,82,0,82
10/01/2023 21:00,6,3,3,6,3,3,8,1,7,1,1,0,0,0,0,7,7,0,0,0,0,47,35,12,0,,43,0,43,35,0,35
10/01/2023 22:00,4,2,2,4,2,2,8,3,5,0,0,0,0,0,0,2,2,0,0,0,0,32,19,13,0,,23,0,23,34,0,34
10/01/2023 23:00,1,1,0,2,1,1,2,0,2,1,1,0,0,0,0,1,1,0,2,2,0,20,12,8,0,,12,0,12,20,1,19
11/01/2023 00:00,1,1,0,3,3,0,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,11,10,1,0,,4,0,4,7,0,7
11/01/2023 01:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,3,0,3,1,0,1
11/01/2023 02:00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,,1,0,1,2,0,2
11/01/2023 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,,1,0,1,1,0,1
11/01/2023 04:00,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,5,2,3,0,,0,0,0,2,0,2
11/01/2023 05:00,2,1,1,4,3,1,5,3,2,1,1,0,0,0,0,1,1,0,0,0,0,22,1,21,0,,7,0,7,2,0,2
11/01/2023 06:00,12,11,1,9,6,3,10,7,3,12,12,0,0,0,0,6,6,0,5,5,0,106,20,86,0,,21,0,21,9,0,9
11/01/2023 07:00,29,27,2,23,21,2,33,27,6,26,26,0,0,0,0,11,11,0,10,10,0,274,65,209,0,,47,0,47,34,0,34
11/01/2023 08:00,108,92,16,57,50,7,87,75,12,57,57,0,0,0,0,50,50,0,116,116,0,583,85,498,0,,122,1,121,51,1,50
11/01/2023 09:00,50,42,8,28,19,9,43,31,12,43,42,1,0,0,0,20,20,0,5,5,0,197,37,160,0,,69,0,69,15,1,14
11/01/2023 10:00,9,7,2,11,7,4,16,10,6,10,10,0,0,0,0,4,4,0,5,5,0,62,18,44,0,,38,0,38,20,0,20
11/01/2023 11:00,5,3,2,11,6,5,11,7,4,3,3,0,0,0,0,5,5,0,1,1,0,65,19,46,0,,40,0,40,19,0,19
11/01/2023 12:00,12,7,5,22,6,16,20,5,15,7,7,0,0,0,0,6,6,0,3,3,0,59,21,38,0,,60,0,60,53,0,53
11/01/2023 13:00,20,6,14,23,9,14,24,5,19,3,3,0,0,0,0,14,14,0,9,9,0,101,49,52,0,,62,0,62,56,1,55
11/01/2023 14:00,14,10,4,29,13,16,29,9,20,1,1,0,0,0,0,20,20,0,11,11,0,82,32,50,0,,43,0,43,53,1,52
11/01/2023 15:00,14,6,8,15,5,10,24,7,17,7,7,0,0,0,0,28,28,0,13,13,0,107,64,43,0,,50,0,50,65,0,65
11/01/2023 16:00,30,9,21,38,13,25,41,7,34,2,2,0,0,0,0,27,27,0,8,8,0,231,155,76,0,,48,0,48,95,0,95
11/01/2023 17:00,55,12,43,58,7,51,75,11,64,2,1,1,0,0,0,25,25,0,19,19,0,373,262,111,0,,97,0,97,209,1,208
11/01/2023 18:00,29,7,22,51,5,46,77,6,71,2,2,0,0,0,0,27,27,0,6,6,0,291,214,77,0,,69,0,69,173,0,173
11/01/2023 19:00,16,4,12,17,4,13,34,9,25,1,1,0,0,0,0,15,15,0,2,2,0,173,108,65,0,,76,0,76,112,0,112
11/01/2023 20:00,7,6,1,10,1,9,14,3,11,0,0,0,0,0,0,8,8,0,0,0,0,100,63,37,0,,49,0,49,61,0,61
11/01/2023 21:00,2,2,0,6,3,3,11,3,8,0,0,0,0,0,0,9,9,0,1,1,0,52,34,18,0,,31,0,31,43,0,43
11/01/2023 22:00,11,4,7,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,2,2,0,35,20,15,0,,15,2,13,36,0,36
11/01/2023 23:00,3,2,1,1,0,1,3,0,3,0,0,0,0,0,0,4,4,0,1,1,0,17,12,5,0,,10,0,10,25,0,25
12/01/2023 00:00,0,0,0,3,1,2,4,0,4,1,1,0,0,0,0,2,2,0,0,0,0,9,7,2,0,,10,0,10,9,0,9
12/01/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,0,0,3,0,3
12/01/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,3,0,3,0,0,0
12/01/2023 03:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,1,0,1,3,0,3
12/01/2023 04:00,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,3,0,3,0,,2,1,1,3,0,3
12/01/2023 05:00,2,2,0,2,1,1,2,1,1,1,1,0,0,0,0,2,2,0,2,2,0,20,1,19,0,,2,0,2,4,0,4
12/01/2023 06:00,9,8,1,9,5,4,14,9,5,7,7,0,0,0,0,6,6,0,2,2,0,90,21,69,0,,21,0,21,10,0,10
12/01/2023 07:00,31,30,1,38,31,7,46,40,6,23,23,0,0,0,0,11,11,0,16,16,0,251,57,194,0,,47,0,47,21,0,21
12/01/2023 08:00,104,92,12,47,38,9,68,56,12,60,60,0,0,0,0,39,39,0,119,119,0,557,90,467,0,,185,0,185,64,0,64
12/01/2023 09:00,41,32,9,23,19,4,29,24,5,27,27,0,0,0,0,12,12,0,10,10,0,216,39,177,0,,110,1,109,21,0,21
12/01/2023 10:00,16,16,0,5,2,3,6,0,6,4,4,0,0,0,0,3,3,0,3,3,0,61,23,38,0,,38,0,38,16,0,16
12/01/2023 11:00,3,3,0,7,1,6,14,5,9,2,2,0,0,0,0,6,6,0,3,3,0,65,16,49,0,,43,0,43,15,0,15
12/01/2023 12:00,17,10,7,7,1,6,14,4,10,0,0,0,0,0,0,3,3,0,4,4,0,89,35,54,0,,66,1,65,49,0,49
12/01/2023 13:00,14,6,8,11,6,5,24,6,18,6,6,0,0,0,0,11,11,0,13,13,0,98,43,55,0,,58,0,58,62,0,62
12/01/2023 14:00,10,5,5,15,5,10,19,7,12,0,0,0,0,0,0,10,10,0,15,15,0,88,37,51,0,,55,0,55,43,0,43
12/01/2023 15:00,21,10,11,9,2,7,17,5,12,0,0,0,0,0,0,41,41,0,5,5,0,115,67,48,0,,39,0,39,45,0,45
12/01/2023 16:00,33,9,24,23,5,18,34,3,31,0,0,0,0,0,0,15,15,0,8,8,0,202,121,81,0,,59,0,59,86,0,86
12/01/2023 17:00,52,15,37,32,4,28,62,7,55,1,1,0,0,0,0,28,28,0,6,6,0,314,211,103,0,,72,0,72,200,1,199
12/01/2023 18:00,28,8,20,46,8,38,69,10,59,0,0,0,0,0,0,22,22,0,6,6,0,251,155,96,0,,79,1,78,172,1,171
12/01/2023 19:00,11,4,7,12,2,10,28,7,21,1,1,0,0,0,0,13,13,0,8,8,0,134,86,48,0,,66,0,66,88,0,88
12/01/2023 20:00,10,5,5,10,5,5,8,3,5,0,0,0,0,0,0,9,9,0,7,7,0,98,62,36,0,,69,2,67,68,0,68
12/01/2023 21:00,7,3,4,3,1,2,10,1,9,0,0,0,0,0,0,9,9,0,5,5,0,42,29,13,0,,42,1,41,41,0,41
12/01/2023 22:00,5,5,0,3,1,2,6,0,6,2,2,0,0,0,0,6,6,0,0,0,0,33,17,16,0,,15,0,15,38,0,38
12/01/2023 23:00,4,2,2,4,2,2,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,25,15,10,0,,18,0,18,25,1,24
13/01/2023 00:00,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,,8,0,8,13,0,13
13/01/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,,0,0,0,1,0,1
13/01/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,1
13/01/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,1,0,1,8,0,8
13/01/2023 04:00,2,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,1,1,0,5,2,3,0,,0,0,0,0,0,0
13/01/2023 05:00,0,0,0,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18,0,18,0,,8,0,8,1,0,1
13/01/2023 06:00,13,12,1,1,1,0,7,7,0,7,7,0,0,0,0,7,7,0,1,1,0,80,14,66,0,,20,0,20,6,0,6
13/01/2023 07:00,18,17,1,12,10,2,19,14,5,16,16,0,0,0,0,11,11,0,11,11,0,171,39,132,0,,42,0,42,23,0,23
13/01/2023 08:00,58,48,10,32,25,7,33,25,8,43,43,0,0,0,0,28,28,0,75,75,0,327,57,270,0,,109,0,109,34,1,33
13/01/2023 09:00,22,17,5,18,13,5,20,15,5,24,24,0,0,0,0,11,11,0,0,0,0,153,23,130,0,,83,0,83,36,0,36
13/01/2023 10:00,6,6,0,21,11,10,27,9,18,1,1,0,0,0,0,15,15,0,0,0,0,28,14,14,0,,47,0,47,20,1,19
13/01/2023 11:00,14,10,4,19,8,11,24,7,17,3,3,0,0,0,0,13,13,0,0,0,0,27,18,9,0,,45,0,45,22,0,22
13/01/2023 12:00,10,5,5,23,10,13,27,8,19,7,7,0,0,0,0,12,12,0,2,2,0,90,33,57,0,,57,1,56,56,1,55
13/01/2023 13:00,11,5,6,29,11,18,26,12,14,4,4,0,0,0,0,28,28,0,0,0,0,123,59,64,0,,57,0,57,72,1,71
13/01/2023 14:00,16,8,8,35,14,21,29,7,22,3,3,0,0,0,0,21,21,0,0,0,0,92,45,47,0,,61,0,61,64,0,64
13/01/2023 15:00,16,6,10,25,10,15,43,19,24,6,6,0,0,0,0,24,24,0,0,0,0,120,65,55,0,,62,0,62,73,0,73
13/01/2023 16:00,21,9,12,35,12,23,51,18,33,0,0,0,0,0,0,23,23,0,2,2,0,177,96,81,0,,55,0,55,73,0,73
13/01/2023 17:00,36,15,21,37,8,29,53,9,44,2,2,0,0,0,0,34,34,0,8,8,0,256,162,94,0,,83,1,82,133,1,132
13/01/2023 18:00,17,6,11,39,10,29,45,11,34,4,4,0,0,0,0,14,14,0,1,1,0,210,125,85,0,,68,0,68,134,1,133
13/01/2023 19:00,13,8,5,12,3,9,14,4,10,3,3,0,0,0,0,12,12,0,0,0,0,125,70,55,0,,74,2,72,90,0,90
13/01/2023 20:00,11,4,7,6,1,5,13,5,8,4,4,0,0,0,0,8,8,0,1,1,0,126,76,50,0,,62,1,61,73,2,71
13/01/2023 21:00,9,4,5,7,2,5,13,5,8,5,5,0,0,0,0,3,3,0,0,0,0,65,44,21,0,,49,1,48,54,0,54
13/01/2023 22:00,4,4,0,2,1,1,4,1,3,5,4,1,0,0,0,5,5,0,0,0,0,41,25,16,0,,45,0,45,40,0,40
13/01/2023 23:00,3,3,0,1,0,1,3,0,3,0,0,0,0,0,0,5,5,0,0,0,0,32,25,7,0,,25,0,25,35,0,35
14/01/2023 00:00,4,1,3,3,1,2,2,1,1,0,0,0,0,0,0,3,3,0,0,0,0,21,13,8,0,,9,0,9,16,0,16
14/01/2023 01:00,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,,0,0,0,5,0,5
14/01/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,,7,0,7,15,0,15
14/01/2023 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,0,,3,0,3,9,0,9
14/01/2023 04:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,0,0,0,3,0,3
14/01/2023 05:00,2,0,2,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0,6,3,3,0,,4,0,4,1,0,1
14/01/2023 06:00,0,0,0,4,2,2,4,3,1,2,2,0,0,0,0,1,1,0,0,0,0,23,3,20,0,,5,0,5,4,0,4
14/01/2023 07:00,6,6,0,10,2,8,10,1,9,4,4,0,0,0,0,1,1,0,0,0,0,30,9,21,0,,10,0,10,11,0,11
14/01/2023 08:00,3,1,2,35,15,20,34,12,22,12,12,0,0,0,0,3,3,0,5,5,0,50,20,30,0,,19,0,19,9,0,9
14/01/2023 09:00,8,6,2,66,29,37,50,20,30,10,10,0,0,0,0,11,11,0,13,13,0,64,15,49,0,,54,0,54,12,0,12
14/01/2023 10:00,5,4,1,63,28,35,63,23,40,3,3,0,0,0,0,15,15,0,10,10,0,82,26,56,0,,62,1,61,34,0,34
14/01/2023 11:00,9,4,5,83,36,47,109,43,66,2,2,0,0,0,0,9,9,0,11,11,0,95,35,60,0,,49,0,49,48,0,48
14/01/2023 12:00,13,8,5,57,26,31,70,29,41,2,2,0,0,0,0,16,16,0,8,8,0,111,40,71,0,,68,0,68,51,0,51
14/01/2023 13:00,8,4,4,43,18,25,62,25,37,1,1,0,0,0,0,8,8,0,6,6,0,98,45,53,0,,67,0,67,63,0,63
14/01/2023 14:00,8,5,3,37,18,19,48,22,26,1,1,0,0,0,0,11,11,0,6,6,0,99,40,59,0,,64,0,64,73,2,71
14/01/2023 15:00,10,5,5,37,12,25,50,24,26,1,1,0,0,0,0,5,5,0,10,10,0,92,38,54,0,,47,0,47,62,0,62
14/01/2023 16:00,13,5,8,24,14,10,29,19,10,5,5,0,0,0,0,10,10,0,10,10,0,82,40,42,0,,53,0,53,61,0,61
14/01/2023 17:00,5,5,0,14,7,7,22,11,11,3,3,0,0,0,0,6,6,0,4,4,0,116,45,71,0,,66,1,65,67,0,67
14/01/2023 18:00,9,6,3,5,2,3,10,7,3,1,1,0,0,0,0,9,9,0,1,1,0,94,42,52,0,,57,0,57,81,0,81
14/01/2023 19:00,7,1,6,7,3,4,12,5,7,1,1,0,0,0,0,9,9,0,2,2,0,73,32,41,0,,71,0,71,67,0,67
14/01/2023 20:00,4,2,2,3,2,1,8,4,4,4,4,0,0,0,0,4,4,0,2,2,0,84,41,43,0,,40,1,39,45,0,45
14/01/2023 21:00,2,1,1,6,4,2,6,3,3,1,1,0,0,0,0,6,6,0,1,1,0,45,21,24,0,,35,0,35,32,0,32
14/01/2023 22:00,5,4,1,2,2,0,2,0,2,1,1,0,0,0,0,3,3,0,4,4,0,35,22,13,0,,16,0,16,27,2,25
14/01/2023 23:00,6,2,4,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,37,24,13,0,,11,0,11,23,1,22
15/01/2023 00:00,3,3,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,29,21,8,0,,11,0,11,27,0,27
15/01/2023 01:00,1,0,1,3,2,1,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,10,7,3,0,,1,0,1,5,0,5
15/01/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,10,4,0,,2,0,2,8,0,8
15/01/2023 03:00,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,,1,0,1,2,0,2
15/01/2023 04:00,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,,0,0,0,3,0,3
15/01/2023 05:00,0,0,0,3,1,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,6,3,3,0,,2,0,2,3,0,3
15/01/2023 06:00,1,1,0,2,1,1,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,21,2,19,0,,3,0,3,3,0,3
15/01/2023 07:00,2,0,2,9,3,6,9,3,6,2,2,0,0,0,0,1,1,0,1,1,0,9,3,6,0,,2,0,2,3,0,3
15/01/2023 08:00,1,1,0,42,19,23,39,19,20,2,2,0,0,0,0,2,2,0,4,4,0,26,10,16,0,,10,0,10,3,0,3
15/01/2023 09:00,8,7,1,75,28,47,81,34,47,2,2,0,0,0,0,9,9,0,2,2,0,44,9,35,0,,31,0,31,6,0,6
15/01/2023 10:00,4,3,1,103,39,64,114,41,73,4,4,0,0,0,0,12,12,0,0,0,0,69,25,44,0,,38,0,38,24,0,24
15/01/2023 11:00,6,4,2,107,51,56,105,49,56,3,3,0,0,0,0,10,10,0,1,1,0,71,20,51,0,,44,0,44,24,0,24
15/01/2023 12:00,10,5,5,109,59,50,140,70,70,0,0,0,0,0,0,9,9,0,0,0,0,89,26,63,0,,63,0,63,51,0,51
15/01/2023 13:00,5,3,2,71,41,30,90,47,43,2,2,0,0,0,0,10,10,0,9,9,0,85,30,55,0,,50,0,50,36,0,36
15/01/2023 14:00,5,3,2,77,42,35,72,39,33,4,4,0,0,0,0,12,12,0,8,8,0,85,31,54,0,,68,1,67,45,0,45
15/01/2023 15:00,12,6,6,55,32,23,70,37,33,0,0,0,0,0,0,5,5,0,0,0,0,74,36,38,0,,57,0,57,56,0,56
15/01/2023 16:00,11,5,6,25,18,7,43,25,18,0,0,0,0,0,0,3,3,0,0,0,0,67,24,43,0,,46,0,46,61,0,61
15/01/2023 17:00,8,5,3,24,10,14,25,12,13,1,1,0,0,0,0,4,4,0,0,0,0,84,42,42,0,,37,0,37,50,0,50
15/01/2023 18:00,5,2,3,14,6,8,20,10,10,2,2,0,0,0,0,4,4,0,1,1,0,116,55,61,0,,51,0,51,56,0,56
15/01/2023 19:00,5,2,3,4,2,2,9,4,5,1,1,0,0,0,0,3,3,0,0,0,0,75,35,40,0,,77,0,77,70,0,70
